t,x,u_exact,u_noisy
4.120603015075377,1.155778894472362,0.08566300715239372,0.0865802533059595
2.035175879396985,4.92462311557789,0.946590028939403,0.9630009725009407
3.5678391959798996,5.276381909547739,0.9728008259000516,0.9554037168519549
0.8291457286432161,4.472361809045227,0.8300817043367396,0.8079838477273266
3.3668341708542715,4.673366834170855,0.9676213114487558,0.9780461235083474
4.572864321608041,8.643216080402011,0.2122598763705557,0.20516697151935853
1.5326633165829147,6.78391959798995,0.3140963832849201,0.2801583588120473
3.693467336683417,9.597989949748744,0.004291158711146045,-0.012970881725069456
2.361809045226131,7.437185929648241,0.21143662084621434,0.21157116986906618
3.8944723618090453,3.3668341708542715,0.8419629602875107,0.8496264861352074
2.7889447236180906,2.0603015075376887,0.12198069049522732,0.13133072437176077
1.7085427135678393,9.396984924623116,4.44773104637456e-05,0.0002374818511181653
0.628140703517588,6.432160804020101,0.27193067420612077,0.2649339899601982
1.1306532663316584,6.28140703517588,0.48959965404908856,0.5041567754470648
4.396984924623116,2.0603015075376887,0.4690701765194138,0.4977363133477273
0.4271356783919598,5.527638190954774,0.7982587436139298,0.8096577752771399
2.0603015075376887,2.0603015075376887,0.043005817210971006,0.016691989898020666
2.4371859296482414,3.1658291457286434,0.5128950107659836,0.496633921628166
3.291457286432161,4.170854271356784,0.9298412068157178,0.9146053523507539
4.547738693467337,0.8040201005025126,0.06629750304572057,0.04851154386577025
2.1859296482412063,0.35175879396984927,6.339469805654449e-05,-0.005660363396813988
1.35678391959799,5.9798994974874375,0.7005767871937273,0.724426511259762
3.869346733668342,3.3165829145728645,0.8275217541784958,0.8513356123811184
4.3216080402010055,1.8090452261306533,0.3375684773924265,0.3140889031335955
1.5829145728643217,5.075376884422111,0.9371492676402734,0.9465801077467195
4.472361809045227,3.819095477386935,0.9464390748270328,0.9693575022554235
4.2713567839195985,4.472361809045227,0.9769180992515692,1.002113307558955
2.663316582914573,3.0653266331658293,0.5177759011079208,0.52707240656382
3.2663316582914574,8.693467336683417,0.035927138309212125,0.026565904927754826
3.542713567839196,4.170854271356784,0.9407564838936032,0.9144040716010025
4.673366834170855,3.3165829145728645,0.9013972949604295,0.9168242145222599
4.07035175879397,5.326633165829146,0.9792238400873083,0.9790982609082022
4.170854271356784,9.095477386934673,0.04967627165062021,0.033858016061845714
4.92462311557789,9.045226130653267,0.1468862740218031,0.140847103368881
2.613065326633166,2.261306532663317,0.15258667835054723,0.13551714323985287
0.02512562814070352,2.613065326633166,0.0036224451596486504,-0.004326969364845064
4.396984924623116,5.9798994974874375,0.958607909432463,0.9526343871276155
0.4271356783919598,1.7085427135678393,0.00013658024719368335,-0.005331467097905031
0.15075376884422112,3.919597989949749,0.35570442840781424,0.37924883513306085
1.0301507537688444,4.2713567839195985,0.7667553553565991,0.7291007088867387
1.9095477386934674,0.7537688442211056,0.000185995148261828,-0.014993782631943335
0.32663316582914576,1.206030150753769,3.898419462456339e-06,-0.003741191739555561
0.45226130653266333,4.92462311557789,0.9436573229810665,0.968420976733307
0.7537688442211056,1.9597989949748744,0.0015351871489147407,-0.003146239455446315
0.5025125628140704,4.773869346733669,0.9173885209283542,0.9069341433370345
4.949748743718593,8.743718592964825,0.25332878121312996,0.2495107021894656
1.8341708542713568,8.793969849246231,0.00116622374024717,-0.00870714549595775
5.0,8.743718592964825,0.2642798585700555,0.27158139445387486
1.8090452261306533,5.9296482412060305,0.7879086093764618,0.7973845514161886
0.02512562814070352,5.728643216080402,0.5942537627062028,0.6002514071291988
0.7035175879396985,9.396984924623116,5.134568860615866e-07,-0.0020057263778353036
1.35678391959799,2.9648241206030153,0.16442183073165725,0.1732375119579533
2.613065326633166,0.45226130653266333,0.00037887138273305144,-0.012718657288172237
2.864321608040201,9.396984924623116,0.0014013280690465808,0.010259883070014568
3.391959798994975,1.5577889447236182,0.08338880337258706,0.09078323462234793
1.8592964824120604,9.949748743718594,1.7288557732894397e-06,0.004536825758363646
4.824120603015076,9.447236180904524,0.05156155122897424,0.08682281299126252
4.1457286432160805,2.613065326633166,0.6489669607839046,0.6283567518880112
3.492462311557789,9.84924623115578,0.0007831025249088261,0.017310717647164235
3.6180904522613067,5.226130653266332,0.9747492652759339,0.9755414743653356
3.5175879396984926,8.894472361809045,0.030675518339956565,0.02264286924084815
4.120603015075377,3.1155778894472363,0.8081792150951576,0.8201871715102301
4.42211055276382,5.125628140703518,0.9857022452027389,1.0037255821766804
3.919597989949749,8.542713567839197,0.12911495600124231,0.1288679184938858
2.8391959798994977,3.3668341708542715,0.6894214602046554,0.698742816522433
3.0653266331658293,6.683417085427136,0.7109747765075871,0.7134256188148073
0.17587939698492464,8.341708542713569,3.4069368234472315e-05,-0.017204423315543022
1.5326633165829147,4.824120603015076,0.9309436377171042,0.9069711623354978
4.2713567839195985,6.733668341708543,0.8593538514382775,0.8702292835249033
2.1105527638190957,0.5025125628140704,0.000105400012997483,-0.012232124259587128
1.8090452261306533,3.5175879396984926,0.5420798181539457,0.53712196062173
3.391959798994975,4.2211055276381915,0.9394421096075335,0.9235529192648803
2.6381909547738696,2.361809045226131,0.19127607979138642,0.19303066293692894
4.623115577889448,8.99497487437186,0.11528244738935815,0.117634272213843
4.0954773869346734,6.733668341708543,0.8412835287243358,0.8133359581121888
4.0954773869346734,9.949748743718594,0.0009354392629385877,-0.0022158018791904174
2.864321608040201,4.92462311557789,0.9641905953928784,0.9308312467455061
0.6030150753768845,2.9648241206030153,0.05573491960324092,0.06111919999424807
1.0804020100502514,2.412060301507538,0.021891029502903257,0.046698455250787724
4.824120603015076,0.30150753768844224,0.023219618174829044,0.01604293708711331
4.874371859296483,8.793969849246231,0.21884033647191642,0.22196027275658528
0.45226130653266333,5.9798994974874375,0.5101468134501763,0.5088869910593316
1.9095477386934674,4.020100502512563,0.7834580115717839,0.781482372060178
1.6331658291457287,6.28140703517588,0.6060404081247681,0.5606659213670303
3.0150753768844223,8.442211055276383,0.04832655163636965,0.05087635835141871
3.9447236180904524,8.944723618090453,0.0524094342151711,0.004580270110829794
1.8844221105527639,7.336683417085427,0.15598150424094054,0.16347467766673046
3.9447236180904524,7.185929648241206,0.685982097044483,0.6694567541512976
3.2160804020100504,2.462311557788945,0.3636625220068494,0.3457008539634648
4.748743718592965,3.1658291457286434,0.8839850329377971,0.8995089708589552
